Hauptartikelnr;Artikelname;Hersteller;Beschreibung;Materialangaben;Geschlecht;Produktart;Ärmel;Bein;Kragen;Herstellung;Taschenart;Grammatur;Material;Ursprungsland;Bildname
LB70300;"Backpack Jump";SOL's;"600D Polyester, Zwei Vorfächer, Nylon-Aufhänger, MP3-Player-Zugang, Verstellbare Schultergurte, Gefüttertes Rückenteil, Volumen: ca. 30, 5 Liter";"100% Polyester";;Taschen;;;;Konventionell;Rucksäcke;;Polyester;CN;lb70300.jpg
LB70400;"Backpack Escalade";SOL's;"600D Polyester, Verstellbare Schultergurte, Zwei Vorfächer sowie Netztasche und MP3-Player-Zugang, Gefüttertes Rückenteil, Gefüttertes Dämpferfeld im unteren Rückenbereich, Verstellbarer Beckengurt, Gummigriff, Volumen: ca. 19, 0 Liter";"100% Polyester";;Taschen;;;;Konventionell;Rucksäcke;;Polyester;CN;lb70400.jpg
LB70500;"Backpack Trekking Pro";SOL's;"600D Polyester Rip-Stop, Nylon-Griff, Verstellbare gepolsterte Schultergurte und gefüttertes Rückenteil, Reißverschlusstaschen, MP3-Player-Zugang, Entnehmbare Rückenplatte, Volumen: ca. 26, 4 Liter";"100% Polyester";;Taschen;;;;Konventionell;Rucksäcke;;Polyester;CN;lb70500.jpg
LB70600;"Backpack Urban";SOL's;"210T Polyester, Seitliche Zugkordeln mit zwei Ösen, Volumen: ca. 5, 0 Liter";"100% Polyester";;Taschen;;;;Konventionell;Rucksäcke;;Polyester;CN;lb70600.jpg
LB70650;"Travelbag Stadium 65";SOL's;"600D Polyester, Verstärkter Tragegurt, Entnehmbare Bodenplatte, Komfortgriffe, Fünf Bodenstopper, Doppelreißverschluss, Volumen: ca. 54, 6 Liter";"100% Polyester";;Taschen;;;;Konventionell;"Sport- und Reisetaschen";;Polyester;CN;lb70650.jpg
LB70720;"Travelbag Stadium 72";SOL's;"600D Polyester, Verstärkter Tragegurt, Entnehmbare Bodenplatte, Komfortgriffe, Fünf Bodenstopper, Doppelreißverschluss, Volumen: ca. 93, 0 Liter";"100% Polyester";;Taschen;;;;Konventionell;"Sport- und Reisetaschen";;Polyester;CN;lb70720.jpg
LB70900;"Travelbag Weekend";SOL's;"600D Polyester, Großes Hauptfach, Herausnehmbarer Boden, Seitentaschen mit Reißverschluss, Nylongriffe, Abnehmbarer Schultergurt, Volumen: ca. 48, 4 Liter";"100% Polyester";;Taschen;;;;Konventionell;"Sport- und Reisetaschen";;Polyester;CN;lb70900.jpg
LB71000;"Travelbag Voyager";SOL's;"600D Polyester, Großes Hauptfach, Obenliegende zusätzliche Reißverschlusstasche, Nylongriffe und einfahrbarer Trolleygriff, Robustes Rollensystem, Zwei unten liegende Gleitschienen, Stabile Bodenplatte, Volumen: ca. 75, 2 Liter";"100% Polyester";;Taschen;;;;Konventionell;"Sport- und Reisetaschen";;Polyester;CN;lb71000.jpg
LB71100;"Businessbag College";SOL's;"600D Polyester, Verstärkter Nylongriff, Reißverschluss, Volumen: ca. 10, 5 Liter";"100% Polyester";;Taschen;;;;Konventionell;Dokumententaschen;;Polyester;CN;lb71100.jpg
LB71110;"Trolley Suitcase Airport";SOL's;"1680D Polyester, Großes Hauptfach, Versenkbarer Tragegriff aus Aluminium, Komplett gefüttert mit Kleidergurten innen, Gefüttertes Laptopfach, Aufgesetzte Fronttsche mit Reißverschluss, Netzinnentasche, Volumen: ca. 38, 5 Liter";"100% Polyester";;Taschen;;;;Konventionell;"Sport- und Reisetaschen";;Polyester;CN;lb71110.jpg
LB71120;"Trolley Bag Jet Lag";SOL's;"1680D Polyester, Zwei Fronttschen mit Reißverschluss, Gefüttertes Laptopfach, Komplett gefüttert mit Kleidergurten innen, Metallschild als Namensschild, Netzinnentasche, Organizer-Sektion, Rückseitige Reißverschlusstasche, Versenkbarer Tragegriff aus Aluminium, Einsetzbar für Laptops bis 15 Zoll, Volumen: ca. 33, 3 Liter";"100% Polyester";;Taschen;;;;Konventionell;"Sport- und Reisetaschen";;Polyester;CN;lb71120.jpg
LB71130;"Laptop Bag Transit";SOL's;"1680D Polyester, Zwei Reißverschluss-Fronttaschen, Zwei Taschen mit Klettverschluss, Abnehmbarer, verstellbarer Schultergurt, Großes gefüttertes Laptop-Hauptfach, Halterung für Befestigung am Teleskoptragegriff eines Trolleys, Metallschild als Namensschild, Rückseitige Reißverschlusstasche, Einsetzbar für Laptops bis 17 Zoll, Volumen: ca. 16, 6 Liter";"100% Polyester";;Taschen;;;;Konventionell;Laptop-Taschen;;Polyester;CN;lb71130.jpg
LB71200;"Businessbag Project";SOL's;"600D Polyester, Zwei Innentaschen + Handytasche innen, Verstärkter Nylongriff, Doppelreißverschluss, Abnehmbarer Schultergurt, Kontrastfarbe schwarz, Volumen: ca. 10, 8 Liter";"100% Polyester";;Taschen;;;;Konventionell;Dokumententaschen;;Polyester;CN;lb71200.jpg
LB71300;"Businessbag Conference";SOL's;"600D Polyester, Überschlag mit Schnellverschlüssen, Innentasche mit Reißverschluss, Karten- und Stifttasche unter Überschlag, Volumen: ca. 7, 0 Liter";"100% Polyester";;Taschen;;;;Konventionell;Dokumententaschen;;Polyester;CN;lb71300.jpg
LB71400;"Businessbag Corporate";SOL's;"600D Polyester, Nylongriff, Handytasche innen, Abnehmbarer Schultergurt, Volumen: ca. 9, 0 Liter";"100% Polyester";;Taschen;;;;Konventionell;Dokumententaschen;;Polyester;CN;lb71400.jpg
LB71500;"Businessbag Stanford";SOL's;"600D Polyester, Schnellverschlüsse und Reißverschlusstasche auf Überschlag, Großzügiges Taschensystem unter Überschlag, Gummierter Griff, Handytasche innen, Volumen: ca. 14, 5 Liter";"100% Polyester";;Taschen;;;;Konventionell;Umhängetaschen;;Polyester;CN;lb71500.jpg
LB71700;"Businessbag Cambridge";SOL's;"600D Polyester, Doppelreißverschluss, Reißverschlusstasche innen, Kontrastfarbe schwarz, Nylongriff, Volumen: ca. 18, 0 Liter";"100% Polyester";;Taschen;;;;Konventionell;Dokumententaschen;;Nylon;CN;lb71700.jpg
LB71800;"Shopping Bag Marbella";SOL's;"600D Polyester, Magnetverschluss, Herausnehmbarer Boden, Innentasche mit Reißverschluss, Volumen: ca. 25, 8 Liter";"100% Polyester";;Taschen;;;;Konventionell;Einkaufstaschen;;Polyester;CN;lb71800.jpg
LB71900;"Shoppingbag Rimini";SOL's;"600D Polyester, Zwei farbige Tragegriffe, Kontrastnaht an oberer Kante, Reißverschlusstasche innen, Volumen: ca. 20, 9 Liter";"100% Polyester";;Taschen;;;;Konventionell;Einkaufstaschen;;Polyester;CN;lb71900.jpg
LB72100;"Shoppingbag Magic";SOL's;"Polyester 190T, Oxford Polyester 600D, Schwarzer Nylongriff, Rundum-Reißverschluss zum Ausfalten bzw. Verkleinern, Volumen: ca. 20, 6 Liter";"100% Polyester";;Taschen;;;;Konventionell;Einkaufstaschen;;Polyestergemisch;CN;lb72100.jpg
LB72101;"Foldable Shopping Bag Pix";SOL's;"190T Polyester, Zwei Trageriemen (ca. 5,5 x 25 cm), Volumen: ca. 11,8 Liter";"100% Polyester";;Taschen;;;;Konventionell;Einkaufstaschen;;Polyester;CN;lb72101.jpg
LB72300;"Travel Bag Casual Easy";SOL's;"600D Polyester, Trendy Umhängetasche mit äußerer Tasche und Reißverschluss, Mittelfach, Verstellbarer Tragegurt, Volumen: ca. 2, 3 Liter";"100% Polyester";;Taschen;;;;Konventionell;Umhängetaschen;;Polyester;CN;lb72300.jpg
LB72500;"Travel Bag Casual Soho 52";SOL's;"420D Polyester, Trendy Multifunktionstasche mit Tragegriffen, Volumen: ca. 25,2 Liter";"100% Polyester";;Taschen;;;;Konventionell;"Sport- und Reisetaschen";;Polyester;CN;lb72500.jpg
LB72600;"Travel Bag Casual Soho 67";SOL's;"420D Polyester, Große Trendy-Multifunktionstasche mit Tragegriffen, Volumen: ca. 60,3 Liter";"100% Polyester";;Taschen;;;;Konventionell;"Sport- und Reisetaschen";;Polyester;CN;lb72600.jpg
LB73300;"Portfolio Campus";SOL's;"600D Polyester, A4 Konferenzmappe mit Notizblock und Klettverschluss, Volumen: ca. 7, 8 Liter";"100% Polyester";;Taschen;;;;Konventionell;Dokumentenmappen;;Polyester;CN;lb73300.jpg
LB73500;"Portfolio Forum";SOL's;"Luxus Mirkofaser A4 Konferenzmappe, Außen und innen mit Reißverschluss, Mit Notizblock, Volumen: ca. 8, 6 Liter";"100% Polyester";;Taschen;;;;Konventionell;Dokumentenmappen;;Mikrofaser;CN;lb73500.jpg
LB73600;"Portfolio Winston";SOL's;"Notizblock, Hochwertige A4 Konferentasche aus PU/Mikrofaser, Taschenrechner, Fächer für Visitenkarten, Volumen: ca. 8, 6 Liter";"100% Polyurethan";;Taschen;;;;Konventionell;Dokumentenmappen;;Mikrofaser;CN;lb73600.jpg
LB73700;"Portfolio Windsor";SOL's;"Hochwertige A4 Konferenzmappe aus PU/Mikrofaser, Taschenrechner, Notizblock, Fächer für Visitenkarten, Reißverschlusstasche, Volumen: ca. 8, 9 Liter";"100% Polyurethan";;Taschen;;;;Konventionell;Dokumentenmappen;;Mikrofaser;CN;lb73700.jpg
LB73902;"Hard Laptop Bag Equity";SOL's;"1680D Polyester, Formstabiler Laptop-Rucksack, Metallschild als Namensschild, Verstärktes Rückenteil, Verstärkte verstellbare Schultergurte, Zwei Innentaschen mit Reißverschluss, Krontrastnähte innen, Kontrastfarbene Gumminoppen, Rückseitiges gefüttertes Laptop-Fach, Gefüttertes Fach mit Netztasche und Reißverschlusstasche innen, Zwei Reißverschlussfächer, Einsetzbar für Laptops bis 17 Zoll, Volumen: ca. 8, 5 Liter";"100% Polyester";;Taschen;;;;Konventionell;Rucksäcke;;Polyester;CN;lb73902.jpg
LB73903;"Hard Laptop Bag Ultimate";SOL's;"1680D Polyester, Formstabile Laptop-Tasche, Verstärktes Rückenteil, Gefüttertes Frontfach mit Netztasche und Reißverschlusstasche innen, Verstellbarer gefütterter Schultergurt, Metallschild als Namensschild, Kontrastnähte innen, Kontrastfarbene Gumminoppen, Zwei Seitentaschen mit Reißverschluss, Einsetzbar für Laptops bis 17 Zoll, Volumen: ca. 8, 7 Liter";"100% Polyester";;Taschen;;;;Konventionell;Laptop-Taschen;;Polyester;CN;lb73903.jpg
LB74300;"Premier Bag";SOL's;"Kleidersack mit integriertem Reißverschluss, Zwei Druckknöpfe, Zwei Tragegriffe, Volumen: ca. 66, 0 Liter";"100% Polypropylen";;Taschen;;;;Konventionell;"Sport- und Reisetaschen";;;CN;lb74300.jpg
LB76000;"Travel Bag London Collection Chelsea";SOL's;"420D Polyester, Schicke gefütterteTasche, Reißverschluss-Mittelfach, Verstellbarer zweifarbiger Tragegurt, Äußere Tasche mit Klettverschluss, Volumen: ca. 0, 5 Liter";"100% Polyester";;Taschen;;;;Konventionell;Umhängetaschen;;Polyester;CN;lb76000.jpg
LB76900;"Bi-Ethic Organic Shopping Bag Zen";SOL's;"Bio-Baumwolle - 100% kontrolliert biologisch angebaute Baumwolle gemäß OCS-Standard der Control Union - Henkelbreite 2,5 cm - Zertifikationen - Henkellänge 55 cm - Zwei Hand- oder Schultertragegriffe - Max Havelaar Gütesiegel - Volumen: ca. 15,5 Liter";"100% Baumwolle";;Taschen;;;;"Fair & Umweltfreundlich";;"115 g/m²";Baumwolle;CN;lb76900.jpg
LB76965;"Reversible Shopping Bag Vertigo";SOL's;"Zwei Trageriemen (ca. 2, 5 x 60 cm), Verschluss mit Druckknopf, Volumen: ca. 14, 8 Liter";"80% Polyester / 20% Baumwolle";;Taschen;;;;Konventionell;Einkaufstaschen;;Polyestergemisch;CN;lb76965.jpg
LC00594;"Five Panels Cap Long Beach";SOL´S;"Schwere. gebürstete Baumwolle, Geformter Schirm, Verstellbarer Metallverschluss hinten, Vier gestickte Luftlöcher";"100% Baumwolle";;Caps;;;;;;"260 g/m²";Baumwolle;CN;lc00594.jpg
LC00595;"5 Panels Contrasted Cap Booster";SOL's;"Schwere, gebürstete Baumwolle, Geformter Schirm, Verstellbarer Metallverschluss, Vier gestickte Luftlöcher";"100% Baumwolle";;Caps;;;;;;"260 g/m²";;CN;lc00595.jpg
LC00596;"Acrylic Hat Buddy";SOL's;"2x1 Ripp";"100% Polyaryl";;Mützen;;;;;;;;CN;lc00596.jpg
LC00597;"Fleece Neck/Head Warmer Blizzard";SOL's;"2-in-1 Fleece Halswärmer und Kopfbedeckung, Verstellbarer elastischer Kordelzug, 25 x 23 cm";"100% Polyester";;Mützen;;;;;;"200 g/m²";;CN;lc00597.jpg
LC01196;"Unisex Visor Ace";SOL´S;"Vorgeformter Schirm mit Kontrast-Streifen, Klettverschluss";"100% Baumwolle";;Caps;;;;;;"150 g/m²";Baumwolle;CN;lc01196.jpg
LC01197;"Unisex Pom Pom Beanie Breeze";SOL's;"Krempe in Kontrastfarbe - Zweifarbiger Bommel - 1x1 Ripp-Strick";"100% Polyacryl";;Mützen;;;;;;;Polyester;CN;lc01197.jpg
LC01198;Bandana;SOL's;"97% Polyester / 3% Baumwolle - Einheitsgröße: 62 x 62 x 80 cm";"97% Polyester / 3% Baumwolle";;Halstücher;;;;;;;Polyestergemisch;IN;lc01198.jpg
LC01199;"Unisex Pom Pom Beanie Barney";SOL's;"1-farbiger Bommel - 2x2 Ripp-Strick und Zopfmuster";"100% Polyacryl";;Mützen;;;;;;;Polyester;CN;lc01199.jpg
LC01200;"Unisex Fleece Gloves Igloo";SOL's;"100% Polyester / 200g/m² - Elastische Bündchen";"100% Polyester";;Handschuhe;;;;;;"200 g/m²";Polyester;CN;lc01200.jpg
LC88100;"Six Panel Cap Buffalo";SOL´S;"6-Panel-Cap, Schwere. gebürstete Baumwolle, Gestickte Luftlöcher, Größenverstellung durch Metallschnalle, Vorgebogener Schirm";"100% Baumwolle";;Caps;;;;Konventionell;;;Baumwolle;CN;lc88100.jpg
LC88101;"Three Panel Cap Che";SOL's;"Baumwoll-Canvas, 3-Panel-Schnitt, Größenverstellung durch Klettverschluss";"100% Baumwolle";;Caps;;;;Konventionell;;;Baumwolle;CN;lc88101.jpg
LC88103;"Fleece Scarf Arctic";SOL's;Fleeceschal;"100% Polyester";;Schals;;;;Konventionell;;"220 g/m²";Fleece;CN;lc88103.jpg
LC88105;"Fleece Plaid";SOL's;"Fleece Decke";"100% Polyester";;Decken;;;;Konventionell;;"220 g/m²";Fleece;CN;lc88105.jpg
LC88107;"Five Panel Cap Bull";SOL's;"Fünf Segmente, Kunststoffverschluss, Netzeinsätze: Polyester, Front-Panel: Baumwolle";"Schild + Front: 100% Baumwolle, Netz: 100% Polyester";;Caps;;;;Konventionell;;;Polyester;CN;lc88107.jpg
LC88109;"Six Panel Cap Meteor";SOL's;"Sechs Segmente, Gestickte Luftlöcher, Größenverstellung durch Klettverschluss";"100% Polyester";;Caps;;;;Konventionell;;;Polyester;CN;lc88109.jpg
LC88110;"Cap Sunny";SOL´S;"5-Panel-Cap, Leichte. gebürstete Baumwolle, Gestickte Luftlöcher, Größenverstellung durch Klettverschluss, Schild vorgebogen";"100% Baumwolle";;Caps;;;;Konventionell;;;Baumwolle;CN;lc88110.jpg
LC88111;"Kids Cap Sunny";SOL´S;"5-Panel-Cap, Leichte gebürstete Baumwolle, Gestickte Luftlöcher, Größenverstellung durch Klettverschluss, Kopfumfang ca. 55 cm, Schirm vorgeformt";"100% Baumwolle";Kinder;Caps;;;;Konventionell;;;Baumwolle;CN;lc88111.jpg
LC88112;"Fleece Hat Serpico";SOL's;"Fleece Hut";"100% Polyester";;Mützen;;;;Konventionell;;"220 g/m²";Fleece;CN;lc88112.jpg
LC88113;"Fleece Head Band Everest";SOL's;"Fleece Ohrenwärmer";"100% Polyester";;Mützen;;;;Konventionell;;"220 g/m²";Fleece;CN;lc88113.jpg
LC88119;"Five Panel Cap Buzz";SOL´S;"Baumwoll-Twill, Vorgeformter Schild, Mit verstellbarem Klettverschluss, Zwei umstickte Luftlöcher";"100% Baumwolle";;Caps;;;;Konventionell;;;Baumwolle;CN;lc88119.jpg
LC88122;"Bronx Hat";SOL's;"1x1 Ripp";"100% Polyacryl";;Mützen;;;;Konventionell;;;;CN;lc88122.jpg
LP01560;"Men´s Workwear Trousers - Metal Pro";SOL's;"Reißverschluss, Gürtelschlaufen, Gummizug an Taille, Öffnung für einsetzbare Knieschoner, Sechs Taschen (Zwei Brusttaschen / Eine Mini-Vordertasche / Eine Seitentasche für Werkzeug / Zwei abnehmbare Holster-Taschen hinten), Schlaufen mit Druckknöpfen für LP01564 Tasche";;Herren;Arbeitshosen;;;;;;;Polyestergemisch;;lp01560.jpg
LP01561;"Men´s Workwear Trousers - Section Pro";SOL's;"Reißverschluss, Gürtelschlaufen, Gummizug an Taille, Öffnung für einsetzbare Knieschoner, Sechs Taschen (Zwei Brusttaschen / Eine Mini-Vordertasche / Eine Seitentasche für Werkzeug / zwei abnehmbare Holster-Taschen hinten), Schlaufen mit Druckknöpfen für LP01564 Tasche";;Herren;Arbeitshosen;;;;;;;Polyestergemisch;;lp01561.jpg
LP01562;"Men´s Workwear Bermudas - Impulse Pro";SOL's;"Reißverschluss, Gürtelschlaufen, Gummizug an Taille, Sieben Taschen (Zwei Brusttaschen / Eine Mini-Vordertasche / Zwei Seitentaschen / Zwei Taschen hinten), Schlaufen mit Druckknöpfen für LP01564 Tasche";;Herren;Shorts;;;;;;;Polyestergemisch;;lp01562.jpg
LP01563;"Men´s Workwear Bermudas - Ranger Pro";SOL's;"Reißverschluss, Gürtelschlaufen, Gummizug an Taille, Sieben Taschen (Zwei Brusttaschen / Eine Mini-Vordertasche / Zwei Seitentaschen / Zwei Taschen hinten), Schlaufen mit Druckknöpfen für LP01564 Tasche";;Herren;Shorts;;;;;;;Polyestergemisch;;lp01563.jpg
LP01564;"Workwear Removable Pocket - Block Pro";"SOL´S ProWear";"Zwei mattschwarze Druck-Knöpfe zur Befestigung der Tasche an Hosen und Bermudas (LP01560. LP01561. LP01562. LP01563. LP01569)";;;Arbeitshosen;;;;;;;Polyestergemisch;;lp01564.jpg
LP01565;"Men´s Workwear Jacket - Impact Pro";SOL's;"Stehkragen, Reißverschluss-Öffnung mit Schutzleiste, Drei Reißverschluss-Taschen, Verstellbare Armbündchen, Schnürzug an der Taille, Reflektierende Paspel hinten und an den Ärmeln";;Herren;Jacken;;;Stehkragen;;;;Polyestergemisch;;lp01565.jpg
LP01566;"Men´s Workwear Jacket - Force Pro";SOL's;"Stehkragen, Reißverschluss-Öffnung mit Schutzleiste, Drei Reißverschluss-Taschen, Verstellbare Armbündchen, Schnürzug an der Taille, Reflektierende Paspel hinten und an den Ärmeln";;Herren;Jacken;;;Stehkragen;;;;Polyestergemisch;;lp01566.jpg
LP01567;"Men´s Workwear Bodywarmer - Mission Pro";SOL's;"Fleece-gefütterter Stehkragen, Reißverschluss-Öffnung mit Schutzleiste, Vier Taschen inkl. einer Innentasche, Reflektierende Paspel hinten, Schnürzug an der Taille, Elastische Armausschnitte";;Herren;Westen;;;;;;;Polyestergemisch;;lp01567.jpg
LP01568;"Men´s Workwear Bodywarmer - Worker Pro";SOL's;"Fleece-gefütterter Stehkragen, Reißverschluss-Öffnung mit Schutzleiste, Vier Taschen inkl. einer Innentasche, Reflektierende Paspel hinten, Schnürzug an der Taille, Elastische Armausschnitte";;Herren;Westen;;;Stehkragen;;;;Polyestergemisch;;lp01568.jpg
LP01569;"Men´s Workwear Trousers - Speed Pro";SOL's;"Reißverschluss, Gürtelschlaufen, Gummizug an Taille, Fünf Taschen (Zwei Brusttaschen / Eine Mini-Vordertasche / Zwei Taschen hinten), Schlaufen mit Druckknöpfen für LP01564 Tasche";;Herren;Arbeitshosen;;;;;;;Polyestergemisch;;lp01569.jpg
LP01647;"Transformer Softshell";SOL's;"Reißverschluss, 3 Reißverschluss-Taschen, Abnehmbare Kapuze und Ärmel, Kapuze und Saum mit Schnürzug, TPU Membran - 8000 mm Wassersäule - atmungsaktiv 1000 g/m²/24h";;Herren;Jacken;;;;;;;Polyester;;lp01647.jpg
LP01652;"Turbo Polar Fleece Full Zipp";SOL's;"Reißverschluss, Mouliné-Effekt, 2 Taschen, Rundhals, Kontrastierende. elastische Einfassung an Bündchen und Saum, Innen angeraut";;Herren;Jacken;;;;;;;Polyester;;lp01652.jpg
LP01691;"Secure Pro Unisey Safety Vest";SOL's;"Klettverschluss, Zwei reflektierende Querstreifen";;Herren;Westen;;;;;;;Polyester;;lp01691.jpg
LP01721;"Mercure Pro T-Shirts";SOL's;"Rundhals T-Shirts, Je zwei reflektierende Längs- und Querstreifen";;Herren;T-Shirts;Kurzarm;;Rundhals;;;;Polyester;;lp01721.jpg
LP01722;"Signal Pro Polo Shirt";SOL's;"Kurzarm-Poloshirt, Kragen aus Feinripp 1x1, Knopfleiste mit 3 Knöpfen, Je zwei reflektierende Längs- und Querstreifen";;Herren;Poloshirts;Kurzarm;;Rundhals;;;;Polyester;;lp01722.jpg
LP80300;"Workwear Sweat Steel Pro";SOL's;"Verstärkte Ellenbogen mit gleichfarbiger Passe, Halbmondförmiger Aufnäher mit Logo im Nacken, Innen angeraut, Ripp-Strick-Ärmelbündchen und -Kragen, Waschbar bis 60° C, Schulterpasse";"50% Baumwolle / 50% Polyester";Herren;Pullover;Langarm;;Rundhals;Konventionell;;"280 g/m²";Baumwollgemisch;CN;lp80300.jpg
LP80302;"Workwear Overall Solstice Pro";SOL's;"Zehn Taschen, Einschub für Kniepads LP80601, Elastisches Zugband am Rücken, Taschen mit Klappe und Reflektionsstreifen, Zwei-Wege-Reißverschluss";"65% Polyester / 35% Baumwolle";Herren;Arbeitshosen;;Lang;Stehkragen;Konventionell;;"240 g/m²";Polyestergemisch;CN;lp80302.jpg
LP80400;"Workwear Jacket Vital Pro";SOL's;"Drei Stifttaschen, Diverse Taschen, Einstellbare Ärmelbündchen mit Klettverschluss, Taschen mit Klappe und Reflektionsstreifen, Waschbar bis 60° C, Verdeckte Reißverschlussleiste mit Druckknöpfen und Klettverschluss";"65% Polyester / 35% Baumwolle";Herren;Jacken;Langarm;;"Ohne Kapuze";Konventionell;;"240 g/m²";Polyestergemisch;CN;lp80400.jpg
LP80500;"Bodywarmer Zenith Pro";SOL's;"Waschbar bis 60° C, Drei Stifttaschen, Diverse Taschen, Innentasche, Integrierter schwarzer Reißverschluss, Taschen mit Klappe und Reflektionsstreifen";"65% Polyester / 35% Baumwolle";Herren;Westen;Ärmellos;;"Ohne Kapuze";Konventionell;;"240 g/m²";Polyestergemisch;CN;lp80500.jpg
LP80503;"Bodywarmer Equinox Pro";SOL's;"Sieben Taschen inklusive Innentasche, Stehkragen mit Druckknöpfen, Verdeckte Reißverschluss-Leiste mit Druckknöpfen und Klettverschluss";"65% Polyester / 35% Baumwolle";Herren;Westen;Ärmellos;;Stehkragen;Konventionell;;;Baumwollgemisch;CN;lp80503.jpg
LP80600;"Mens Workwear Trousers Active Pro";SOL's;"Zwei Stifttaschen, Neun Taschen, Einschübe für integrierbare Kniepads LP80601, Integrierter Reißverschluss, Taschenklappen mit Reflektionsstreifen, Waschbar bis 60° C";"65% Polyester / 35% Baumwolle";;Arbeitshosen;;;;;;"240 g/m²";;CN;lp80600.jpg
LP80601;"Protection Knee Pads Protect Pro (1 Paar)";SOL's;"Extra leichtgewichtige Kniepads für Arbeitshosen und Overalls";"100% Polypropylen";;Arbeitshosen;;;;Konventionell;;;;CN;lp80601.jpg
LP80901;"Workwear Overall Jupiter Pro";SOL's;"Sechs Taschen, Elastisches Zugband am Rücken, Integrierter weißer Doppelreißverschluss, Mandarin-Kragen, Waschbar bis 60° C";"65% Polyester / 35% Baumwolle";Herren;Arbeitshosen;;Lang;Rundhals;Konventionell;;"240 g/m²";Polyestergemisch;CN;lp80901.jpg
LT00604;"Soccer Socks";SOL's;"Jaquard Logo und Größe";"80% Polyester / 15% Baumwolle / 5% Elasthan";Herren;Unterwäsche;;;;;;;;CN;lt00604.jpg
LT00605;"Training Pants Squadra";SOL's;"100% Polyester Interlock, Elastischer Bund mit Kordelzug, Zwei Reißverschluss-Taschen, Reißverschluss am Beinabschluss, Gesticktes, kontrastfarbenes Logo";"100% Polyester";Herren;Jogginghosen;;;;;;"230 g/m²";;BD;lt00605.jpg
